grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_representation|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_representation	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_representation|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_representation	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation_visual_reference|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation_visual_reference	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|rights_observation|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	rights_observation	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_event|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_override|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_override	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_locator|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_locator	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_object_visual_reference|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_object_visual_reference	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider_object|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider_object	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_provider|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_provider	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_representation|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_representation	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope_visual_reference|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope_visual_reference	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|takedown_scope|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	takedown_scope	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|TRIGGER	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|TRUNCATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator_representation|UPDATE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator_representation	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator|DELETE	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator|INSERT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator|REFERENCES	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_auditor|RELATION_PRIVILEGE|rights|visual_locator|SELECT	gda_v49_phase2a_auditor	ROLE	RELATION_PRIVILEGE	TABLE	rights	visual_locator	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
