cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|1995-1999,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,large,card_or_appendix_pool,medium,card_context_cluster,Kyrgyzstan,Modern typography and layout,Wikimedia Commons,1995-1999,1995-1999,region_specific_or_not_global,13,13,0,0,13,0,0,15,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=large; sub_candidates=0; card_candidates=13; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1870-1874,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,large,card_or_appendix_pool,medium,card_context_cluster,Peru,Modern typography and layout,Wikimedia Commons,1870-1874,1870-1874,region_specific_or_not_global,13,13,0,0,13,0,0,15,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=large; sub_candidates=0; card_candidates=13; scope=region_specific_or_not_global; lane=card_context_cluster
Philippines|Modern typography and layout|Wikimedia Commons|1995-1999,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,large,card_or_appendix_pool,medium,card_context_cluster,Philippines,Modern typography and layout,Wikimedia Commons,1995-1999,1995-1999,region_specific_or_not_global,13,13,0,0,13,0,0,15,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=large; sub_candidates=0; card_candidates=13; scope=region_specific_or_not_global; lane=card_context_cluster
Argentina|Modern typography and layout|Wikimedia Commons|2005-2009,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Argentina,Modern typography and layout,Wikimedia Commons,2005-2009,2008-2009,region_specific_or_not_global,12,12,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Bolivia|Modern typography and layout|Wikimedia Commons|1865-1869,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Bolivia,Modern typography and layout,Wikimedia Commons,1865-1869,1867-1867,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Croatia|Modern typography and layout|Wikimedia Commons|1940-1944,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Croatia,Modern typography and layout,Wikimedia Commons,1940-1944,1941-1944,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Iraq|Modern typography and layout|Wikimedia Commons|1975-1979,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Iraq,Modern typography and layout,Wikimedia Commons,1975-1979,1975-1975,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Italy|Modern typography and layout|Wikimedia Commons|1940-1944,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Italy,Modern typography and layout,Wikimedia Commons,1940-1944,1940-1944,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|2000-2004,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Kyrgyzstan,Modern typography and layout,Wikimedia Commons,2000-2004,2001-2004,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Lithuania|Modern typography and layout|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Lithuania,Modern typography and layout,Wikimedia Commons,1990-1994,1990-1993,region_specific_or_not_global,12,12,0,0,12,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Nigeria|Modern typography and layout|Wikimedia Commons|1960-1964,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Nigeria,Modern typography and layout,Wikimedia Commons,1960-1964,1960-1961,region_specific_or_not_global,12,12,0,1,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=1; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,parentage_signal_needed,medium,packet_parentage_review,Peru,Modern typography and layout,Wikimedia Commons,1925-1929,1925-1929,region_specific_or_not_global,12,12,0,3,8,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=3; card_candidates=8; scope=region_specific_or_not_global; lane=packet_parentage_review
Algeria|Modern typography and layout|Wikimedia Commons|1955-1959,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Algeria,Modern typography and layout,Wikimedia Commons,1955-1959,1955-1958,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,large,parentage_signal_needed,medium,packet_parentage_review,Argentina,Modern typography and layout,Wikimedia Commons,1945-1949,1945-1948,region_specific_or_not_global,11,11,0,11,0,0,0,15,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
Bolivia|Modern typography and layout|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Bolivia,Modern typography and layout,Wikimedia Commons,1910-1914,1911-1914,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Colombia|Modern typography and layout|Wikimedia Commons|1880-1884,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Colombia,Modern typography and layout,Wikimedia Commons,1880-1884,1880-1884,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,parentage_signal_needed,medium,packet_parentage_review,Mexico,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,region_specific_or_not_global,11,11,0,4,7,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=4; card_candidates=7; scope=region_specific_or_not_global; lane=packet_parentage_review
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,large,parentage_signal_needed,medium,packet_parentage_review,Mexico,Modern typography and layout,Wikimedia Commons,1980-1984,1983-1984,region_specific_or_not_global,11,11,0,11,0,0,0,15,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
Morocco|Modern typography and layout|Wikimedia Commons|1920-1924,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Morocco,Modern typography and layout,Wikimedia Commons,1920-1924,1922-1922,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1920-1924,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Peru,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1924,region_specific_or_not_global,11,11,0,0,10,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=10; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1955-1959,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Peru,Modern typography and layout,Wikimedia Commons,1955-1959,1956-1959,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
South Africa|Modern typography and layout|Wikimedia Commons|1895-1899,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,South Africa,Modern typography and layout,Wikimedia Commons,1895-1899,1895-1897,region_specific_or_not_global,11,11,0,0,11,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1900-1904,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1900-1904,1902-1904,region_specific_or_not_global,10,10,0,1,9,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=1; card_candidates=9; scope=region_specific_or_not_global; lane=card_context_cluster
Azerbaijan|Modern typography and layout|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,card_or_appendix_pool,medium,card_context_cluster,Azerbaijan,Modern typography and layout,Wikimedia Commons,1990-1994,1992-1994,region_specific_or_not_global,10,10,0,0,9,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=9; scope=region_specific_or_not_global; lane=card_context_cluster
Brazil|Modern typography and layout|Wikimedia Commons|1935-1939,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,parentage_signal_needed,medium,packet_parentage_review,Brazil,Modern typography and layout,Wikimedia Commons,1935-1939,1935-1938,region_specific_or_not_global,10,10,0,4,5,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=4; card_candidates=5; scope=region_specific_or_not_global; lane=packet_parentage_review
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,medium,parentage_signal_needed,medium,packet_parentage_review,China / Hong Kong,Modern typography and layout,Wikimedia Commons,1910-1914,1910-1912,region_specific_or_not_global,10,10,0,2,5,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=2; card_candidates=5; scope=region_specific_or_not_global; lane=packet_parentage_review
